oaID,OA21CD,GlobalID,lsoaID,lsoa21cd,lsoa21nm,msoaID,msoa21cd,msoa21nm,ladcd,ladnm,households,population,CHR,EYA,EE,EDU,FIN,FR,PHC,POS,RSPF,SER,SCL,totEmp_poiWeight,wpPop,wpPop_scaled2LsoaJob,primaryEdu,secondaryEdu,higherEdu,urbanType,popCentroid_x,popCentroid_y,LSOA11CD,imd10
8437,E00028569,33205527-98a2-4c48-9d64-568863d09cac,833,E01005644,Salford 029F,76,E02001185,Salford 029,E08000006,Salford,162,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372584.266,394315.989,E01005644,7
8438,E00030553,80cb930d-8874-4a94-9db1-2e24f21232e8,1212,E01006035,Tameside 020E,309,E02001248,Tameside 020,E08000008,Tameside,139,268,0,0,0,26.89108848,0,0,0,0,0,0,0,26.89108848,61,102,210,0,0,1,395590.109,395647.473,E01006035,3
8439,E00029340,82090b53-f575-4e53-926d-d147af0d0ce0,966,E01005788,Stockport 034C,167,E02001220,Stockport 034,E08000007,Stockport,132,327,0,0,3.58421677,0,0,0,0,1.625793503,0,0,0,3.58421677,280,419,0,0,0,1,387342.174,386058.463,E01005788,9
8440,E00180781,079ee4ba-68dd-4137-a012-f2dcc297c80a,442,E01005231,Manchester 022C,24,E02001066,Manchester 022,E08000003,Manchester,88,206,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,1,385865.321,395706.544,E01005231,4
8441,E00029305,122a426c-0607-45da-9265-e41fa6e32ca6,962,E01005784,Stockport 030C,320,E02001216,Stockport 030,E08000007,Stockport,94,301,0,0,0.728485016,0,0.159639007,0,18.11954755,33.94248142,0,0.873981338,0,19.88165291,365,519,0,0,0,1,386109.621,387520.48,E01005784,8
8442,E00027551,3a67293a-4eff-4969-a2bc-a6809f37d2ee,643,E01005446,Oldham 003C,141,E02001100,Oldham 003,E08000004,Oldham,125,317,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,394564.442,409052.154,E01005446,4
8443,E00027309,17ea5848-8dd2-46a1-b5d1-104961614481,599,E01005396,Oldham 004D,337,E02001101,Oldham 004,E08000004,Oldham,104,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391050.9,408524.637,E01005396,5
8444,E00031211,f00e2a4a-46f7-4373-91c6-f605786409e7,1338,E01006161,Trafford 015C,326,E02001273,Trafford 015,E08000009,Trafford,139,272,0,10.75281039,4.922718679,0,0.388323174,0.496646988,17.96828015,2.362053824,3.217901614,0.139024417,0,37.88570541,234,552,0,0,0,1,379188.044,391944.554,E01006161,8
8445,E00030073,aba2f754-644a-4027-9482-4fadbb225e60,1111,E01005933,Tameside 006A,87,E02001234,Tameside 006,E08000008,Tameside,142,335,0,0,0,52.80861996,0,0,0,0,0,0,0,52.80861996,0,0,420,0,0,1,394352.43,400618.277,E01005933,1
8446,E00028632,6157acc6-10fa-4c0e-9b4e-4ab373ac5247,845,E01005657,Salford 023C,155,E02001179,Salford 023,E08000006,Salford,146,359,0,0,0,0,0,0.654531933,9.165287286,0,0,0,0,9.819819219,8,10,0,0,0,1,380349.787,399093.476,E01005657,1
8447,E00024682,465ccc6f-19fa-4bfd-9c19-a7ad1aaa1d66,107,E01004873,Bolton 029C,107,E02001012,Bolton 029,E08000001,Bolton,117,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372332.388,406334.579,E01004873,2
8448,E00032262,2cb5a49d-3e21-4416-99cc-6ad2fd3b07c9,1541,E01006365,Wigan 018D,301,E02001304,Wigan 018,E08000010,Wigan,174,439,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,352653.93,404162.811,E01006365,9
8449,E00181419,3cc146b9-8e09-4443-864d-c747ea9cb710,1543,E01006367,Wigan 018F,301,E02001304,Wigan 018,E08000010,Wigan,144,364,0,0,0.844409952,0,0,0,0,0.928165206,0,0,1.893976882,2.738386834,8,23,0,0,0,1,352732.622,402914.751,E01006367,10
8450,E00029218,70e5b833-fd0b-4893-9c45-7691438e71d9,945,E01005767,Stockport 028A,272,E02001214,Stockport 028,E08000007,Stockport,124,352,0,0,0,0,0,0,0,3.963400835,0,0,0,0,1,3,0,0,0,1,384407.152,387623.138,E01005767,7
8451,E00030413,2c45a818-9893-4878-a44f-2d2b23f4697f,1181,E01006004,Tameside 011D,122,E02001239,Tameside 011,E08000008,Tameside,128,329,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,390198.111,398488.853,E01006004,5
8452,E00025091,97389efc-f1ec-4381-8ac5-0c6ae16677ff,193,E01004960,Bury 007E,180,E02001025,Bury 007,E08000002,Bury,132,389,0,0,0,0,0,0,4.939950761,0,0,0,0,4.939950761,4,8,0,0,0,1,382045.322,411709.336,E01004960,1
8453,E00172979,0d6e6ff8-1694-4288-9629-7c0933c8e125,843,E01005654,Salford 023A,155,E02001179,Salford 023,E08000006,Salford,169,308,0,0,0,0,0,0,0,5.549695308,0,0,0,0,0,0,0,0,0,1,380663.207,398770.227,E01005654,2
8454,E00027733,c6f6d022-0255-4465-813a-bde862b25bf8,675,E01005480,Rochdale 017E,103,E02001148,Rochdale 017,E08000005,Rochdale,114,235,0,0,0,0,0,0,0,0,0,0,0,0,40,61,0,0,0,1,388072.769,411308.831,E01005480,3
8455,E00027592,552f6705-625c-4967-a0b6-ef0f8b7e3997,651,E01005454,Oldham 012C,66,E02001109,Oldham 012,E08000004,Oldham,120,309,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,394843.347,406428.603,E01005454,5
8456,E00031773,e011abf7-3bad-4ad7-8451-03599e5deb42,1451,E01006275,Wigan 016C,312,E02001302,Wigan 016,E08000010,Wigan,140,301,4.68689196,0,0.091357173,0,0.159639007,5.017493226,0,0.696432872,6.800746664,0.666135876,0,17.42226391,81,167,0,0,0,1,362774.627,404247.984,E01006275,1
8457,E00030176,5b1f3e30-5268-48ff-82a8-ddcdeeab9607,1135,E01005958,Tameside 005D,137,E02001233,Tameside 005,E08000008,Tameside,120,294,0,0,0,22.34201268,0,0,0,0,0,0,0,22.34201268,61,61,420,0,0,1,392981.653,400287.216,E01005958,2
8458,E00030108,7657ff6b-9c62-4d63-b1a9-e3358c24bb8a,1124,E01005946,Tameside 004D,325,E02001232,Tameside 004,E08000008,Tameside,127,268,0,0,3.526715966,0,0,0.543607736,0,14.17565664,7.237312152,0,0.615511195,11.92314705,34,65,0,0,0,1,394689.593,400242.415,E01005946,2
8459,E00031746,bbe22066-87bb-4103-8875-f7a3d76c5115,1443,E01006267,Wigan 032D,323,E02001318,Wigan 032,E08000010,Wigan,136,348,0,0,0,0,0,0,0,1.715370534,0,0,0,0,0,0,0,0,0,1,356831.576,400596.78,E01006267,1
8460,E00031571,3b6e4a33-5c80-425d-bb17-10c1231d7cc5,1403,E01006227,Wigan 038A,58,E02001324,Wigan 038,E08000010,Wigan,106,243,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,359771.442,398243.167,E01006227,6
8461,E00026451,0f0af981-16e9-4f86-b659-2481265d80b3,433,E01005222,Manchester 031D,165,E02001075,Manchester 031,E08000003,Manchester,141,346,0,0,0,0,0,0,0,0,0,0,0.638128321,0.638128321,0,0,0,0,0,1,387850.418,394016.593,E01005222,2
8462,E00032102,be8abe00-5d47-4a33-b466-79c77de411e5,1511,E01006335,Wigan 034E,43,E02001320,Wigan 034,E08000010,Wigan,143,272,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,0,1,366747.756,399611.107,E01006335,3
8463,E00028220,580ddf41-3acd-4f13-aaaf-1a993a60623f,766,E01005571,Rochdale 006D,315,E02001137,Rochdale 006,E08000005,Rochdale,126,295,0,0,1.735672411,0,0,0,0,0,0,0.158584135,0,1.894256546,9,36,0,0,0,1,385277.411,414743.27,E01005571,8
8464,E00029510,ebaa74a3-144f-4027-949e-d8d371480fcf,1008,E01005830,Stockport 027E,230,E02001213,Stockport 027,E08000007,Stockport,122,304,0,0,0,0,0,0,0,1.942754829,0,0,0,0,0,0,0,0,0,1,391090.091,388582.644,E01005830,6
8465,E00031922,0a90f034-af7b-4a7e-b8cb-8188a07af369,1472,E01006296,Wigan 037A,89,E02001323,Wigan 037,E08000010,Wigan,134,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365812.78,399371.248,E01006296,1
8466,E00025896,1dd0f233-028b-4aec-a9d3-fc598beb0003,342,E01005117,Manchester 048E,119,E02001092,Manchester 048,E08000003,Manchester,184,513,0,0,0,0,0.159639007,0,0,0,0,0,0,0.159639007,12,23,0,0,0,1,381067.051,389185.529,E01005117,1
8467,E00026358,1f306121-326c-4d8b-be52-64427bb9dba7,416,E01005202,Manchester 009A,190,E02001053,Manchester 009,E08000003,Manchester,145,421,0,0,0,0,0,0,0,0,0,0,0,0,28,64,0,0,0,1,386415.979,401787.054,E01005202,1
8468,E00026524,10d2fbb6-e130-49df-af0b-189fbef45a87,450,E01005239,Manchester 020E,132,E02001064,Manchester 020,E08000003,Manchester,130,345,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,1,386310.67,396517.043,E01005239,1
8469,E00029885,10f42776-e619-43dd-9bfc-de74a4c3b973,1081,E01005903,Stockport 010D,10,E02001196,Stockport 010,E08000007,Stockport,116,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,395061.685,391184.381,E01005903,10
8470,E00025688,84fb2ac8-d789-4c08-945f-33fcda877521,312,E01005082,Manchester 037A,349,E02001081,Manchester 037,E08000003,Manchester,110,251,0,0,1.34782494,0,0,1.310818643,0,0,0.160660055,0,0,2.819303638,35,56,0,0,0,1,382329.089,392552.797,E01005082,1
8471,E00027240,ef0f92e5-fb86-4f3c-b3bd-6f87432071ab,582,E01005377,Oldham 030A,215,E02001127,Oldham 030,E08000004,Oldham,189,496,0,15.34928746,0,0,0.411874683,1.525486399,5.976630242,1.179323818,0.184744895,0,3.942888163,27.39091184,87,107,0,0,0,1,391685.808,402153.879,E01005377,1
8472,E00028342,48ebaef8-9c54-4b15-8592-72055b979fb2,795,E01005602,Salford 026D,287,E02001182,Salford 026,E08000006,Salford,131,262,0,0,0,9.203973015,0,0,0,0,0,0,0,9.203973015,64,69,330,0,0,1,376358.141,397833.905,E01005602,1
8473,E00032456,26d6f281-7dd8-4308-a010-0d1a71587f08,1577,E01006401,Wigan 021E,299,E02001307,Wigan 021,E08000010,Wigan,144,375,0,0,0,0,0,0,0,1.999448463,7.025648905,0,0,7.025648905,0,0,0,0,0,1,355008.694,403759.103,E01006401,8
8474,E00027519,37179a7a-bbef-4932-a8ad-3707125a403e,637,E01005440,Oldham 033D,98,E02001130,Oldham 033,E08000004,Oldham,152,304,0,0,0,0,0,0,0,1.689172265,0,0,0,0,3,7,0,0,0,1,393138.321,401956.366,E01005440,3
8475,E00026161,209f44fa-60d8-4bd2-ade1-22abdd000188,382,E01005166,Manchester 008E,29,E02001052,Manchester 008,E08000003,Manchester,124,435,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,384287.697,402187.04,E01005166,1
8476,E00172965,635991ea-341c-4ea0-8359-b2808d56ebdd,1643,E01033978,Salford 008E,11,E02001164,Salford 008,E08000006,Salford,87,214,0,0,0,0,0,0,0,1.680940378,0,0,0,0,10,281,0,0,0,1,379540.87,401572.962,E01005675,3
8477,E00024676,51e84534-ac6c-462e-bc7f-ad9e2a5fc459,113,E01004879,Bolton 025E,131,E02001008,Bolton 025,E08000001,Bolton,135,508,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,371235.904,406935.778,E01004879,1
8478,E00032244,d194f139-ec55-414e-af2e-e341dadf49af,1537,E01006361,Wigan 010E,187,E02001296,Wigan 010,E08000010,Wigan,85,198,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,1,356078.716,405983.614,E01006361,1
8479,E00030886,cac2d97e-fb34-465a-91e1-d9054da43a3b,1278,E01006101,Trafford 021A,335,E02001279,Trafford 021,E08000009,Trafford,127,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,378477.345,390600.799,E01006101,10
8480,E00031860,a56bc4bc-73e9-4258-a498-b885bd8f0d7e,1457,E01006281,Wigan 019D,139,E02001305,Wigan 019,E08000010,Wigan,177,435,0,0,0,0,0,0,0,1.325930957,0,0,0,0,3,14,0,0,0,1,364738.75,402892.207,E01006281,8
8481,E00180838,574ac409-b8a2-4ff0-8d99-5416c1b32e86,1682,E01034122,Manchester 024E,70,E02001068,Manchester 024,E08000003,Manchester,85,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384129.417,394921.235,E01005240,1
8482,E00027137,aa85d8d1-fdcb-4429-b643-f8379f2c3471,565,E01005360,Oldham 001D,178,E02001098,Oldham 001,E08000004,Oldham,93,192,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,391890.514,409116.742,E01005360,3
8483,E00025135,24908b13-6d7b-4473-b915-ff93551419a1,196,E01004963,Bury 006A,185,E02001024,Bury 006,E08000002,Bury,133,262,0,17.2226257,0,0,0,0,0,0,1.147904279,0,0,18.37052997,91,117,0,0,0,1,378557.949,411505.406,E01004963,6
8484,E00028318,f31aca77-d96c-4302-be19-2d0601aff465,787,E01005594,Rochdale 002B,351,E02001133,Rochdale 002,E08000005,Rochdale,118,345,0,0,0,0,0,0,0,0.871663286,0,0,0,0,0,0,0,0,0,1,391446.674,415632.83,E01005594,4
8485,E00027118,c09ac7dc-2b76-4df3-9398-6df88a58ec3b,564,E01005359,Oldham 001C,178,E02001098,Oldham 001,E08000004,Oldham,112,244,0,0,1.326777806,0,0,0,0,15.49624809,0.158959948,0,0,1.485737755,24,24,0,0,0,1,392496.751,409986.774,E01005359,7
8486,E00031359,2131ab8a-1ea7-4fc6-a4ac-50b1ac67027b,1363,E01006187,Trafford 003C,129,E02001261,Trafford 003,E08000009,Trafford,136,342,0,0,0,0,0.159639007,0.14367801,0,0,0.12750798,0,0,0.430824997,20,32,0,0,0,1,380132.561,395495.75,E01006187,4
8487,E00175970,eec33e91-e234-4a5d-bbe4-8ed9e9f6b624,1628,E01033679,Manchester 009G,190,E02001053,Manchester 009,E08000003,Manchester,91,266,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,385743.484,400246.228,E01033679,1
8488,E00181432,c1312629-62e7-4893-8919-1ce6cef6d15a,1544,E01006368,Wigan 018G,301,E02001304,Wigan 018,E08000010,Wigan,104,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352785.031,402485.294,E01006368,8
8489,E00027989,5b71c431-0b49-4dd8-8a70-d93af3b952fb,719,E01005524,Rochdale 021A,144,E02001152,Rochdale 021,E08000005,Rochdale,142,323,0,0,1.411964182,0,0,0,0,0,0,0,0,1.411964182,22,24,0,0,0,1,386696.562,406296.782,E01005524,3
8490,E00031489,e02a7f49-908d-4656-92d7-7a856e16ba88,1388,E01006212,Wigan 026A,28,E02001312,Wigan 026,E08000010,Wigan,104,246,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,361057.032,402160.636,E01006212,5
8491,E00025734,40807576-8287-4eca-ae95-4256b80bd8f7,315,E01005085,Manchester 049A,117,E02001093,Manchester 049,E08000003,Manchester,139,402,0,0,0,0,0,0,0,1.567542486,7.025648905,0,0,7.025648905,7,7,0,0,0,1,382491.187,388847.038,E01005085,1
8492,E00029621,246c757d-5992-4153-be7a-e29821077af9,1023,E01005845,Stockport 036B,275,E02001222,Stockport 036,E08000007,Stockport,116,310,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,1,384938.923,386129.55,E01005845,6
8493,E00028772,f5bce1a0-e49e-44d6-a5fc-14433966836a,866,E01005683,Salford 017C,147,E02001173,Salford 017,E08000006,Salford,247,597,0,0,0,32.93660356,0,0,0,0.924091053,0,0,0,32.93660356,27,48,330,0,0,1,381157.251,400353.949,E01005683,1
8494,E00030422,d336e2c0-8ffb-48f5-95cf-5e801a6a94ae,1184,E01006007,Tameside 011F,122,E02001239,Tameside 011,E08000008,Tameside,140,310,0,0,0,0,0,0,0,1.192247001,0,0,0,0,2,2,0,0,0,1,390035.364,399219.707,E01006007,3
8495,E00024995,3facd6d3-9ae9-4f7f-b9d3-ba089fae9b7e,171,E01004938,Bolton 031D,134,E02001014,Bolton 031,E08000001,Bolton,112,279,0,0,0,0,0,1.582809125,0,0,0,0,0,1.582809125,7,8,0,0,0,1,365550.888,405121.325,E01004938,2
8496,E00175927,d9c551d9-860d-4a03-bf47-58759474666d,1698,E01034138,Manchester 064B,174,E02006986,Manchester 064,E08000003,Manchester,140,442,0,0,0,0,0,0.500111531,0,0,0.060566291,0,0,0.560677821,6,8,0,0,0,1,387490.192,394776.61,E01005194,1
8497,E00028714,c064d451-5df5-41a3-a684-8a1026dac2c9,860,E01005677,Salford 005D,92,E02001161,Salford 005,E08000006,Salford,142,320,0,0,0,0,0,0,0,0,0,0,0,0,16,43,0,0,0,1,378061.196,402999.38,E01005677,4
8498,E00025796,5bf54add-e196-48b2-9699-b18b0765f9c1,331,E01005103,Manchester 001E,296,E02001045,Manchester 001,E08000003,Manchester,211,453,0,0,0,0,0.159639007,9.117822851,0,0,0.368073036,0,0,9.645534893,21,25,0,0,0,1,384996.227,403440.808,E01005103,1
8499,E00026323,48ca8263-d443-47c8-8e36-7f0dc550e6a6,415,E01005201,Manchester 023E,256,E02001067,Manchester 023,E08000003,Manchester,154,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388121.6,395922.839,E01005201,1
8500,E00031431,344a4522-f656-425b-898e-206f5bcda9f0,1378,E01006202,Trafford 009E,342,E02001267,Trafford 009,E08000009,Trafford,132,306,0,0,0,0,0,0,0,3.147139044,0.389111852,0,0,0.389111852,69,117,0,0,0,1,376616.945,394309.855,E01006202,6
8501,E00028060,f48ecce5-e130-47a8-9eec-bd870729d607,737,E01005542,Rochdale 023G,36,E02001154,Rochdale 023,E08000005,Rochdale,131,348,0,0,0,38.67087918,0,0,0,0,0,0,0,38.67087918,57,75,420,0,0,1,388420.585,405770.124,E01005542,2
8502,E00180812,2f3b5e06-1401-4072-9e93-635de99b0d95,1608,E01033655,Manchester 056B,126,E02006913,Manchester 056,E08000003,Manchester,154,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384210,399365,E01033655,4
8503,E00026615,9347d8b3-ff43-4e9b-8d49-99be10322229,459,E01005251,Manchester 003D,53,E02001047,Manchester 003,E08000003,Manchester,124,296,0,14.09535945,0.082744588,0,0,0,0,0,0.507588017,0,0,14.68569206,27,54,0,0,0,1,388560.611,403311.108,E01005251,1
8504,E00029139,75a8e541-ca16-42fa-8d09-d9e0f969dfb4,932,E01005753,Stockport 004A,153,E02001190,Stockport 004,E08000007,Stockport,161,392,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,391442.417,392222.556,E01005753,1
8505,E00028420,5fdcccff-7ffc-4978-8ddb-3df5d87a8dbb,800,E01005611,Salford 032C,257,E02006958,Salford 032,E08000006,Salford,146,332,0,16.10088889,0.123880715,0,0,0,0,11.72948956,17.23795327,0.180986355,0,33.64370923,50,50,0,0,0,1,382593.884,400202.046,E01005611,1
8506,E00026295,78524b20-82d2-49b5-9e68-bd003e509a0f,408,E01005192,Manchester 021D,199,E02001065,Manchester 021,E08000003,Manchester,111,281,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,1,389903.264,395729.854,E01005192,1
8507,E00030972,6b4f5afe-e20c-4ec0-85e0-8be72dc06815,1290,E01006113,Trafford 004A,250,E02001262,Trafford 004,E08000009,Trafford,121,412,0,0,0,0,0,7.909037387,0,0,0,0,0,7.909037387,28,54,0,0,0,1,382126.124,395600.301,E01006113,4
8508,E00030033,73a168ce-d952-42a8-aa7c-e5fd5f7a5833,1110,E01005932,Stockport 042D,226,E02001228,Stockport 042,E08000007,Stockport,141,353,0,0,0,0,0,0,0,0,0,3.044386622,0,3.044386622,8,16,0,0,0,1,389642.275,384443.723,E01005932,10
8509,E00029257,4e49ff18-ad91-4120-81cb-80b4510ca6f7,954,E01005776,Stockport 028E,272,E02001214,Stockport 028,E08000007,Stockport,135,357,0,0,0,0,0,0.474241976,0,0,0,0,0,0.474241976,0,0,0,0,0,1,385356,387458.141,E01005776,8
8510,E00027032,34397b5e-2f62-4249-ab81-bc9af84c7256,545,E01005340,Oldham 010D,45,E02001107,Oldham 010,E08000004,Oldham,132,385,0,0,0,0,0,0,0,6.470376578,0.122620174,0,7.849677533,7.972297707,45,144,0,0,0,1,390687.084,406216.931,E01005340,1
8511,E00027145,d5ae115a-9e49-43eb-aef4-4848ca0acd67,561,E01005356,Oldham 005B,265,E02001102,Oldham 005,E08000004,Oldham,123,323,0,0,0,0,0,0,0,0,0,0,4.136804997,4.136804997,7,12,0,0,0,1,393309.771,408277.234,E01005356,6
8512,E00028336,5240ee9c-b78e-4613-bdb3-957cd1c557ae,798,E01005605,Salford 027C,33,E02001183,Salford 027,E08000006,Salford,118,246,1.314602711,0,0.268053657,0,0.159639007,0.676174186,3.856039235,0,0,0,0,6.274508796,14,21,0,0,0,1,375499.184,397812.705,E01005605,2
8513,E00029423,f110e3fc-5c59-4826-b202-7098624c7437,983,E01005805,Stockport 035A,345,E02001221,Stockport 035,E08000007,Stockport,111,253,0,0,6.678611878,0,0.61255163,3.704627343,0,0,1.345952986,0.640055065,0,12.9817989,58,116,0,0,0,1,392412.546,385797.76,E01005805,10
8514,E00028026,8e790620-acb6-449f-b713-e61251992d69,737,E01005542,Rochdale 023G,36,E02001154,Rochdale 023,E08000005,Rochdale,116,227,0,0,0,0,0.159639007,2.553200972,0,0,0,0,0,2.712839979,2,3,0,0,0,1,388376.424,405665.847,E01005542,2
8515,E00028721,40e62a7d-e67e-4a1e-8d6a-7168b4bb144d,854,E01005670,Salford 005A,92,E02001161,Salford 005,E08000006,Salford,154,326,6.31129506,0,5.242156613,0,0.159639007,8.701940631,49.42044834,0,0,0,6.674858164,76.51033781,124,194,0,0,0,1,378253.124,402670.835,E01005670,2
8516,E00025258,21ac2dec-e7bc-4f2d-b552-8c0b10fb6a87,224,E01004991,Bury 015A,135,E02001033,Bury 015,E08000002,Bury,124,288,0,0,0.244373831,0,0,1.189739009,0,0,0,0,0,1.43411284,210,210,0,0,0,1,379939.928,408350.923,E01004991,4
8517,E00027987,e1c23bc4-c3b6-435c-86da-895bc3b0be8f,724,E01005529,Rochdale 022B,75,E02001153,Rochdale 022,E08000005,Rochdale,121,242,0,0,0,0,0,0,0,1.498632885,0,0,0,0,0,0,0,0,0,1,386384.581,406540.129,E01005529,1
8518,E00028521,6672f103-68a3-4b8f-93eb-7cbd260b3ce3,825,E01005636,Salford 020F,304,E02001176,Salford 020,E08000006,Salford,126,305,0,0,0,0,0,0,9.936802267,1.434026041,0,0,0,9.936802267,0,0,0,0,0,1,377141.968,399444.734,E01005636,5
8519,E00024496,88d9c5d3-be78-47f1-9898-ff68c97a7ba8,70,E01004836,Bolton 020B,133,E02001003,Bolton 020,E08000001,Bolton,114,266,1.116264896,0,3.600189216,58.84666529,0,1.628433334,3.992228266,0,0,0,0,69.183781,84,85,420,0,0,1,368792.577,408226.543,E01004836,7
8520,E00031791,3e6e57a6-901c-43f6-839b-c4f22661a770,1446,E01006270,Wigan 016A,312,E02001302,Wigan 016,E08000010,Wigan,134,297,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,1,363154.428,404386.257,E01006270,1
8521,E00027285,22097b4f-ff58-41b3-9a53-afbe18b6cbad,592,E01005389,Oldham 018C,124,E02001115,Oldham 018,E08000004,Oldham,197,344,0,0,10.21488742,0,0.782618394,8.203364142,12.07647183,0,4.283294633,2.317153265,9.210012293,47.08780198,211,261,0,0,0,1,395373.089,404634.232,E01005389,1
8522,E00029100,6092a86f-a59b-4e70-836a-d3171afec909,925,E01005746,Stockport 005B,189,E02001191,Stockport 005,E08000007,Stockport,129,190,2.115603365,17.80049011,6.178916967,0,0.872707072,13.52620621,85.08171444,0,0.822851498,2.453588679,4.673559154,133.5256375,252,256,0,0,0,1,393501.019,392228.867,E01005746,1
8523,E00031882,41f84d81-116d-4a63-a186-07e08a08b9ee,1467,E01006291,Wigan 022B,67,E02001308,Wigan 022,E08000010,Wigan,165,348,0,41.40795106,0,0,0,0,0,0,0.306869205,9.036461743,0.688468451,51.43975046,56,96,0,0,0,1,367770.61,403505.417,E01006291,3
8524,E00030069,9fbd77b0-0064-4ea8-b489-88b65c50ce69,1115,E01005937,Tameside 004B,325,E02001232,Tameside 004,E08000008,Tameside,127,293,0,0,0,0,0,0,0,0.997008474,10.21230436,0,3.796113818,14.00841818,7,33,0,0,0,1,395885.483,400822.736,E01005937,2
8525,E00028494,a26d7d80-0c06-4490-9acb-4b98f6761325,817,E01005628,Salford 018D,39,E02001174,Salford 018,E08000006,Salford,122,314,0,0,0,0,0,0,0,0.660979383,0,0,0,0,6,6,0,0,0,1,380020.216,399971.331,E01005628,3
8526,E00029936,69fc94c1-2e36-405d-b107-293016260148,1084,E01005906,Stockport 038B,212,E02001224,Stockport 038,E08000007,Stockport,136,301,0,0,0,29.14944193,0,0,0,3.932867932,0.788137985,0,0,29.93757991,22,50,210,0,0,1,395597.583,384849.723,E01005906,9
8527,E00028530,daed96c9-7522-47ab-9784-30d6f67e88ae,825,E01005636,Salford 020F,304,E02001176,Salford 020,E08000006,Salford,145,278,0,0,0,0,0,0,12.1052774,0,0,0,0,12.1052774,29,64,0,0,0,1,377389.853,399007.902,E01005636,5
8528,E00027974,475f507a-3cc0-4f32-b18a-19c61fa3dde0,723,E01005528,Rochdale 021D,144,E02001152,Rochdale 021,E08000005,Rochdale,130,287,0,0,0,0,0,0,0,0.966612878,0,0,0,0,6,6,0,0,0,1,387000.519,407108.466,E01005528,2
8529,E00030138,cdbd457e-b6e7-4ee3-a9ed-13a85e69f070,1129,E01005951,Tameside 013C,104,E02001241,Tameside 013,E08000008,Tameside,114,313,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,392567.757,398038.676,E01005951,2
8530,E00025731,d51ea67e-f4e2-4ccd-a200-1868d49694db,315,E01005085,Manchester 049A,117,E02001093,Manchester 049,E08000003,Manchester,128,352,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,382692.134,388779.756,E01005085,1
8531,E00030976,c33653d3-75a5-4a73-91e9-e521586f5ac0,1292,E01006115,Trafford 004C,250,E02001262,Trafford 004,E08000009,Trafford,134,349,0,0,0,0,0,0,7.817591981,0,0,0,0,7.817591981,26,37,0,0,0,1,382473.261,395409.441,E01006115,3
8532,E00031280,67b75fc4-09a0-4d42-a34f-5081d7041c93,1345,E01006168,Trafford 019E,273,E02001277,Trafford 019,E08000009,Trafford,111,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,376142.776,390916.528,E01006168,1
8533,E00180916,8de76409-49a6-470f-8161-a8f23e2b321e,406,E01005190,Manchester 017E,194,E02001061,Manchester 017,E08000003,Manchester,132,355,0,0,0,0,0,0.965127515,0,0,0,0,0,0.965127515,4,4,0,0,0,1,389012.054,396757.443,E01005190,1
8534,E00027771,3aa7c452-fede-484e-a88c-78ee2d01dcf5,678,E01005483,Rochdale 010D,327,E02001141,Rochdale 010,E08000005,Rochdale,110,227,3.813987017,0,0,0,0.159639007,0,27.43520833,0,0.494475946,0.603248547,2.514769794,35.02132864,139,184,0,0,0,1,389300.994,413660.314,E01005483,1
